Time,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96
0:00:00.0,0.0105013218277237,0.00898646032950521,0.0116147522354681,0.0100056419848525,0.00709510093965443,0.00889283518103125,0.0115475669326183,0.00902316964965328,0.00989849655236827,0.0100426502497967,0.0084032819857028,0.0104909673725971,0.0104216033653848,0.0118739038985953,0.0110345143239443,0.010081810310354,0.00991747623798284,0.0106060734308621,0.0091125798546829,0.0101054213901938,0.0103528744733185,0.0105503933584551,0.00886566903148316,0.0114623515387464,0.0107021167106676,0.0125071111484834,0.00810997285637598,0.00941018720980883,0.00828549770315418,0.0095790021021833,0.0103101413765047,0.0117025705860145,0.00955661519563607,0.00880140291668191,0.0096926190857745,0.0106210542027382,0.0101819021914043,0.0113184009311925,0.00970109068656934,0.00835177825784117,0.0109514984696255,0.00888687704689859,0.0106169664756891,0.0105134937164854,0.010369459103731,0.0117238941306059,0.00979385543336079,0.0086858048601,0.0100634740962759,0.00976802254883338,0.0106350603275914,0.0116346442854837,0.0081916724206451,0.00978611404850369,0.0100703661412851,0.0105497076695863,0.00930317645398566,0.0103905659423702,0.0103814112590995,0.00998762723021626,0.00987556501357944,0.0114667445931872,0.0106739286764376,0.0119564252632458,0.00973095898769749,0.00875544848164735,0.0096042970774957,0.0100973966545894,0.00976161304994023,0.00958817204345011,0.00842278195110518,0.00920272390463914,0.00890376321719344,0.0103083087486691,0.010344795123663,0.0115396480875188,0.00967048580761182,0.0109483893507421,0.0095207444132186,0.0084851132049984,0.0104345366558697,0.00948046333298446,0.00916544096698094,0.00924335239064666,0.0110895034952023,0.0115724329174791,0.0110073643656495,0.00972684200692434,0.00869032045830021,0.0102225738308599,0.0111134331838,0.0108373943973669,0.010314516768321,0.0102222180721418,0.00915638461007911,0.0104438053256379
0:15:00.0,0.0117019941636874,0.00997806614988603,0.0128875438483012,0.01102498354462,0.00734200445536371,0.00919831201019996,0.0119382825798793,0.00933092338393475,0.0103695347352024,0.0104987191502054,0.00879859647453068,0.0109836481679329,0.0112118357982177,0.0127044111384211,0.0118926433231221,0.0108210555854874,0.0110662561259514,0.0118267532314654,0.0101123161936688,0.0112114980240509,0.0106548732300564,0.0108518235688791,0.00910199497411009,0.0117778071727851,0.0118643336911634,0.0139175246021779,0.00897264386296744,0.0105227438474283,0.00931768335701831,0.0106840969680574,0.0112553597789088,0.0129042023911308,0.0104772106128679,0.00952934479023025,0.0105338266728954,0.0115023255730435,0.0109910368657686,0.0121712956295382,0.0104757534573735,0.00901629340515229,0.0110739189201612,0.00897779797444052,0.0107181938464464,0.0106214891750397,0.0106601089717691,0.0120561637813528,0.0100649966436053,0.00892474056562274,0.0103052655072882,0.00999847456266153,0.010885993832621,0.0119120756036665,0.0088843117697858,0.0105977283493874,0.0109052520868125,0.0115393713230179,0.00975072182635641,0.0109068495783794,0.0108929967839777,0.0104633934964457,0.0108260630454068,0.0124813217832594,0.0117555788312643,0.0131177054983291,0.0103068730763591,0.00929327022854093,0.0101755702641926,0.0107191729593273,0.0106158035941263,0.0104323528449274,0.00918177693732624,0.00999816428297663,0.0101454211343473,0.0116459616303659,0.0117057572622236,0.0129999641871757,0.0101235218342311,0.011432122832356,0.00998632301619934,0.00890030320595572,0.0114430574958566,0.0103951751347792,0.0100505329190519,0.0101375936361086,0.0123881227478158,0.01290304312253,0.0123034558760997,0.0107688234389598,0.00893509767428423,0.0105111190309825,0.0114344959227874,0.0111434771427289,0.0110934813333306,0.011047349590578,0.00995689250631404,0.0112652068312985
0:30:00.0,0.0130376749507856,0.0110772546488545,0.0142972222255927,0.0121462408405833,0.00759742626706807,0.00951416963827163,0.0123420331722147,0.00964906739674192,0.0108627846443977,0.0109752744754947,0.0092123506648756,0.0114992121613405,0.0120606231412415,0.0135915346621257,0.0128159704685606,0.0116133120183154,0.0123467757361365,0.0131863582922444,0.0112206588638377,0.012437239721739,0.0109656289174245,0.0111618129590545,0.00934458885984859,0.0121018874312882,0.0131513759017148,0.015484810115083,0.00992624885340139,0.011765513487633,0.010477530145452,0.0119156234765779,0.012286391855678,0.0142279955835371,0.0114858149070528,0.0103170839628532,0.0114475379695305,0.0124561166543307,0.0118638708830574,0.0130877772230727,0.0113117705149085,0.00973324702816214,0.0111976899131186,0.009069638778633,0.0108203736533908,0.0107305776765625,0.010958852717075,0.0123977898193975,0.0103436026190737,0.00917021496936461,0.0105528295330101,0.0102343253171947,0.011142803734032,0.0121960663298895,0.00963520990311064,0.011476268169288,0.0118088894613333,0.0126212661755987,0.0102194386108432,0.0114484099929526,0.0114293245106686,0.0109614735524032,0.0118673867424874,0.0135849291267203,0.0129460619468539,0.0143908589125606,0.0109164825174029,0.00986389833095067,0.0107805270983427,0.0113788817077491,0.011544266219703,0.0113504301139226,0.0100088028569483,0.0108619348854789,0.0115589479797248,0.0131558713193396,0.0132444277911674,0.014643409224977,0.0105976544114801,0.0119370774341687,0.0104745362054271,0.00933569940817897,0.0125481721569757,0.0113974310547209,0.0110203930141251,0.0111177533291565,0.0138372746676755,0.0143851364700234,0.0137508261552378,0.0119214246635361,0.00918672601703083,0.0108077558410847,0.011764772506443,0.0114581468883664,0.0119301321407781,0.0119376636693533,0.0108260096986642,0.0121498120253265
0:45:00.0,0.0145229975457098,0.0122952715001429,0.0158579120469405,0.0133791911141863,0.00786165504124318,0.00984075296378926,0.0127592408526379,0.0099779451104441,0.0113792738545657,0.0114732155707548,0.00964538957587371,0.0120386977683055,0.0129720897986263,0.014538921370256,0.0138092016651082,0.0124621999639417,0.0137738177696426,0.0147003191511388,0.0124491580455464,0.01379527039969,0.011285392347835,0.0114806015073027,0.00959361522136514,0.0124348249315359,0.0145763326045851,0.0172258976540436,0.0109801874989337,0.0131534052957921,0.0117805824969044,0.0132877882728197,0.0134108670182419,0.0156861056819008,0.0125907060101222,0.0111694621392152,0.0124399109768566,0.0134882909835384,0.0128053197932275,0.0140724797331866,0.0122139174050007,0.010506705404028,0.0113228259447878,0.00916240855379115,0.0109235146143027,0.0108407699475401,0.0112659127295632,0.0127490322318653,0.0106298765293872,0.00942240510592357,0.0108063022007807,0.0104756994642142,0.0114056255285183,0.0124867688479774,0.0104492130169111,0.0124271855413176,0.0127868595963345,0.0138038682021891,0.0107102930498233,0.0120164464423018,0.0119915438437506,0.0114828798668902,0.0130080825307385,0.0147852425765918,0.0142561632728273,0.015786476278496,0.0115617113383777,0.0104693047634329,0.0114211173851584,0.0120787919702355,0.0125533724012752,0.0123487937422405,0.0109098890589666,0.0117998290480159,0.013167751051652,0.0148598550863755,0.0149836358355713,0.016492499323434,0.0110938537744501,0.0124641704188902,0.0109864710742287,0.00979227419991058,0.013758953672298,0.0124954660314085,0.0120829974443958,0.0121919660577036,0.0154540274082803,0.0160355914705626,0.0153668004140693,0.0131961635765606,0.00944539476411001,0.0111127081420684,0.0121045237476527,0.0117816412306744,0.0128285624998516,0.0128980713248995,0.0117693659755739,0.0131022559818052
1:00:00.0,0.016174049719017,0.0136444391215413,0.0175850581418764,0.0147344617121997,0.00813498885738643,0.010178417795376,0.0131903405608436,0.0103179107874123,0.0119200755502152,0.0119934793234846,0.0100985954968408,0.0126031881819084,0.0139506170873173,0.0155504224262728,0.0148773426542697,0.0133715596173999,0.0153637443365287,0.0163856879331407,0.0138105349814613,0.0152994715214859,0.0116144213334505,0.0118084357429933,0.00984924281802014,0.0127768583873425,0.0161535931965227,0.0191594214194822,0.0121447896105852,0.0147029529214576,0.0132442129644298,0.0148163315224151,0.0146370621175872,0.0172918409400893,0.0138009131099994,0.0120917009450065,0.0135176102470482,0.0146051682330648,0.0138206621110488,0.0151303582534056,0.0131873274899667,0.0113410382714161,0.0114493416580018,0.00925611647977371,0.0110276255220914,0.0109520768127769,0.0115815173389008,0.0131101580302518,0.0109240269424396,0.00968149269699697,0.0110658226563027,0.0107227244465912,0.0116745977359679,0.0127843389514781,0.0113315609230676,0.0134563651496004,0.013845183090507,0.0150964088890195,0.0112242920148141,0.0126122111911128,0.012580852826208,0.0120286675323872,0.0142574743490774,0.0160905747096653,0.0156977017501465,0.0173161130394726,0.0122445876634252,0.0111115763462592,0.0120993993600197,0.0128213028391794,0.0136500244181913,0.0134343717081395,0.0118915863762207,0.0128181175349239,0.0149983117329902,0.0167823928402944,0.0169490383038599,0.0185723985974376,0.011613133613611,0.0130143574611175,0.0115232655942608,0.010271045662459,0.0150852912190973,0.0136982606440394,0.0132470441641883,0.0133691121930023,0.017257290201383,0.0178730782883221,0.0171706055058893,0.014605706498599,0.00971129828068695,0.0114262058358364,0.0124540176308071,0.0121142041507981,0.0137931282813207,0.01393381376213,0.0127930075752713,0.0141274765510426
1:15:00.0,0.0180084863390577,0.015138236731868,0.0194955170631278,0.0162235851291176,0.00841773548872533,0.0105275311583056,0.0136357803605439,0.0106693298365838,0.0124863103616957,0.012537041549979,0.0105728894907048,0.0131938130773887,0.0150008539115023,0.016630100215285,0.0160257116336316,0.0143454601646471,0.0171346462473684,0.0182612862900152,0.0153187874455314,0.016965090228632,0.0119529808706214,0.0121455689150728,0.010111644739453,0.0131282327589084,0.0178989597577124,0.0213058621000207,0.013431397881722,0.0164324708185178,0.0148878201314771,0.0165186771147865,0.0159739504604424,0.0190597593949565,0.015126279303845,0.0130894296515493,0.0146878455662059,0.0158135565868092,0.0149155634095942,0.0162667085866234,0.0142375164484157,0.0122409395134781,0.0115772518434135,0.00935077182269727,0.0111327152453529,0.0110645091961523,0.0119059009634207,0.0134814414286855,0.0112262679604366,0.00994766426954555,0.0113315332308851,0.0109755305566155,0.0119498619620744,0.0130889359136438,0.0122879173418238,0.0145701566755245,0.0149903519904209,0.0165089379731873,0.0117624843706893,0.013237011457129,0.0131984997133484,0.0125999357339653,0.0156257289978489,0.0175099228690629,0.0172836216026897,0.0189923694460398,0.0129672486400091,0.011792920965985,0.0128175451736346,0.0136089501526592,0.0148416966918012,0.0146146727293813,0.0129610098025556,0.0139235854012745,0.0170805552891178,0.0189509242894357,0.0191694407532,0.0209111981822872,0.0121565529090974,0.0135886341439968,0.0120861108629727,0.010773079606735,0.0165379562149205,0.0150156027594873,0.0145220123766967,0.0146588813149075,0.0192679885948989,0.0199182272855238,0.0191835580775667,0.0161639712030326,0.00998463614816018,0.0117484849972658,0.0128135294965801,0.0124560861753279,0.0148284603614936,0.0150504778439759,0.0139034196466474,0.0152307280250417
1:30:00.0,0.0200456427455142,0.0167913807536568,0.0216076472676176,0.0178590533539115,0.00871021268939837,0.0108884716069155,0.0140960217708377,0.011032579126161,0.0130791482562599,0.0131049184156371,0.0110692329442843,0.0138117503592113,0.0161277269755209,0.0177822348289941,0.0172599512756314,0.0153882086283027,0.0191065015485862,0.0203478612329576,0.0169893015768932,0.0188088527078798,0.0123013433285295,0.0124922611643229,0.0103809985114327,0.013489199405791,0.0198297654517044,0.0236876937901662,0.0148524558682556,0.0183622203197006,0.0167330433585496,0.0184140937755421,0.0174312533751225,0.0210057713782753,0.0165775283430318,0.0141687145589321,0.0159584130428678,0.0171207868673907,0.0160961015559305,0.0174871876649207,0.0153704080619208,0.0132114489196144,0.0117065714407776,0.00944638393565465,0.0112387927289292,0.0111780781213794,0.0122393042622071,0.0138631640260402,0.011536819358942,0.0102211112766014,0.0116035795099281,0.0112342509953415,0.0122315629620096,0.0134007225585355,0.0133244022271939,0.0157754092150191,0.0162293639100628,0.0180523904760821,0.0123259623500511,0.0138922113847596,0.013845784545808,0.013197829235613,0.0171239258771176,0.0190530200714556,0.0190280904290475,0.0208289757478073,0.013731945510321,0.0125156740727653,0.0135778465865543,0.0144444134714628,0.0161364798083266,0.0158978318029117,0.0141258842008473,0.0151235712479549,0.0194482549003553,0.021396171479849,0.0216771463065667,0.023540215794878,0.0127252178315324,0.0141880375039249,0.012676253436766,0.0112994916893319,0.0181286722544501,0.0164581530692582,0.0159182257237288,0.016071840013508,0.0215092504579332,0.0221938080510577,0.0214292661169157,0.0178862365476747,0.0102656132955819,0.0120797880294387,0.0131833422307276,0.0128075445404032,0.0159394769244753,0.0162540110757178,0.015107548305897,0.0164175943481051
1:45:00.0,0.0223066463551332,0.0186199039007473,0.0239413955282602,0.0196543703098538,0.00901274848811169,0.0112616295427575,0.0145715401013075,0.0114080473023706,0.0136998104838986,0.0136981678882209,0.0115886291654306,0.0144582279492757,0.0173364503370146,0.0190113299333014,0.0185860398912382,0.0165043582634128,0.021301342551381,0.0226682477382407,0.0188389696610507,0.0208490819820799,0.0126597886420902,0.0128487796993934,0.0106574862040082,0.0138600162430286,0.021964998076368,0.0263295336878522,0.0164216010180106,0.0205145846041359,0.0188039945097059,0.0205238668761119,0.0190194942138153,0.0231472471534779,0.018166335491659,0.015336090070168,0.0173377386460831,0.0185347484070566,0.0173687930602285,0.0187978347099266,0.0165923612860666,0.0142579750231074,0.0118373155402398,0.00954296225943723,0.0113458669944705,0.0112927947127674,0.012581974290385,0.0142556149919412,0.0118559067289742,0.0105020302207599,0.0118821104026585,0.0114990219329571,0.0125198487051639,0.0137198653332544,0.01444762620642,0.0170795078364937,0.0175697581293259,0.0197386581340503,0.012915862933423,0.0145792340429689,0.014524060714739,0.0138235398802266,0.0187641311723855,0.020730388662678,0.0209466038893217,0.0228408824073931,0.0145410488193914,0.0132823054586149,0.0143827208719518,0.015330523305872,0.0175431272988464,0.01729265873111,0.0153945931662697,0.0164260089386732,0.0221394698277275,0.0241524865693955,0.024508332565548,0.0264943147298991,0.0133202837107042,0.0148136476238385,0.0132949977516918,0.0118514496100811,0.0198701887753511,0.0180375144984469,0.0174469191463246,0.0176195041496924,0.0240066017857858,0.0247249181196328,0.0239338434331538,0.0197892584823861,0.010554440133892,0.0124203638221643,0.0135637464569502,0.0131688433592627,0.0171313954682923,0.0175507358239999,0.0164128218903323,0.0176940016304072
2:00:00.0,0.0248145233118461,0.0206412308172637,0.0265183765808749,0.021624100881043,0.00932568148826062,0.0116474075383569,0.0150628247905042,0.0117961351141924,0.014349571577326,0.0143178912228453,0.0121321250268651,0.0151345256145635,0.0186325340705273,0.0203221178554169,0.0200103014429214,0.0176987163355828,0.0237434301373174,0.0252475364664547,0.0208863131735419,0.0231058189578282,0.0130286045091671,0.0132153989766536,0.0109412945419922,0.0142409479004455,0.0243254277339163,0.0292582920242591,0.0181537623953406,0.0229142511666917,0.0211275063514862,0.0228714803887482,0.0207500546101407,0.0255031291362687,0.0199054024550724,0.0165985914751071,0.0188349242136747,0.0200639266306352,0.0187406204899196,0.0202050930749592,0.0179101985875627,0.0153863189983673,0.0119694993836317,0.0096405163232613,0.0114539471409995,0.0114086701959858,0.0129341646576472,0.0146590912567046,0.0121837616221916,0.0107906227803944,0.0121672782131313,0.0117699825701842,0.0128148704409583,0.0140465343813011,0.0156647272068786,0.0184904123384766,0.0190196536958296,0.0215806652855739,0.013533369230351,0.015299563441953,0.0152347365114153,0.01447830809898,0.0205594764843397,0.0225533966611551,0.0230560969828651,0.025044355205047,0.0153970537497452,0.0140954263195843,0.0152347169240281,0.0162702685862492,0.0190711052267288,0.0188086897170787,0.0167762311542644,0.0178394718311058,0.0251970163083505,0.0272582238382797,0.027703455523369,0.0298122401957682,0.0139429570733088,0.0154665892755402,0.0139437086333899,0.0124301753929192,0.0217763582449309,0.0197663053963326,0.0191203093110369,0.0193144156024427,0.0267881707561068,0.0275391800818342,0.0267261361096552,0.0218913919969986,0.0108513326929964,0.0127704679138249,0.0139550407338566,0.0135402537932703,0.0184097443327916,0.0189473624407418,0.0178271709298593,0.019066229680904
2:15:00.0,0.0275942961288201,0.0228742475783421,0.0293619422929309,0.0237839146796947,0.0096493611744898,0.0120462206664298,0.0155703797474443,0.0121972557439433,0.0150297614051873,0.0149652344772109,0.0127008126563284,0.0158419768321424,0.0200217917771691,0.0217195637062133,0.0215394140661444,0.0189763510886678,0.0264594335352333,0.0281132442657493,0.0231516100670477,0.0256009451292509,0.0134080865921504,0.0135924008839028,0.0112326150178115,0.0146322658851663,0.0269337371790309,0.0325033188751027,0.0200652625390758,0.0255883997277814,0.0237333967155977,0.0254828079957278,0.022635232728273,0.028094047909213,0.0218085362521111,0.0179637894455261,0.0204597959218075,0.0217174422894534,0.0202190608771542,0.0217158326906189,0.0193312355099297,0.0166026995853696,0.0121031383657722,0.00973905574549839,0.011563042345478,0.0115257158988311,0.0132961356900477,0.0150738977052468,0.0125206216992086,0.0110870959386319,0.0124592387125046,0.0120472752007162,0.0131167827657335,0.0143809036170608,0.0169834093328176,0.0200166982520482,0.0205877895346391,0.0235924492171507,0.0141797118558678,0.0160547465622957,0.0159792766525682,0.0151634244252086,0.0225242418213173,0.0245343166739603,0.0253750617849506,0.0274570749794574,0.0163025855699653,0.0149577966033612,0.0161365215676261,0.0172668043687268,0.0207306446055487,0.0204562420882496,0.0182806589620929,0.0193732195525004,0.0286689679879748,0.0307561337824374,0.0313076782114999,0.0335369695988913,0.014594497750857,0.0161480336113847,0.0146238138978218,0.0130369477517967,0.0238622165403616,0.0216582363272957,0.0209516684052375,0.0211702234599457,0.0298848977539345,0.0306669451476066,0.0298379593271693,0.0242127183115027,0.0111565127617172,0.0131303626565773,0.0143575317560643,0.0139220542264464,0.0197803735364239,0.0204510009071196,0.019359046265464,0.0205409222301607
